,attraction__id,attraction__name,attraction__location__lat,attraction__location__lng,attraction__opening__hours,attraction__rating,results__type
334,OYKNRBU-unLF-r0bRZwY3A,Peaches,40.6818070319111,-73.9346463688382,1100.0,3.5,Southern
335,J3ZLnLE-DZzrJu2ryEmrEw,Kings County Distillery,40.699747089106104,-73.98066995681991,1000.0,4.5,Distilleries
336,28CNHYULci66pJAz-0_pOg,Cote,40.7412996949476,-73.9912893251312,1700.0,4.0,Korean
337,-hUvO0C0A-pGZdiSKvjoFw,Babbo,40.732283,-73.999284,1700.0,4.0,Italian
338,ZybTcEwBUeQqiiyyBpoiPQ,White Bear,40.758783,-73.83163,900.0,4.0,Chinese
339,l9b8NbDyhKhnjLKtUwlPwQ,Olea,40.6877844,-73.9706046,1000.0,4.0,Breakfast & Brunch
340,A5Sk_mPu16cabIKH84vkFQ,Toofyduck 颓废鸭,40.63629,-74.00909,1100.0,4.0,Specialty Food
341,mYQMjrtHp8vsEKKNsRz1XA,Union Pizza Works,40.707306700000004,-73.922154,1200.0,4.0,Italian
342,D8z7FS2SB48zTjvch4bc0g,Johnny's Reef Restaurant,40.8377099599469,-73.78267052513121,1100.0,4.0,Seafood
343,C3spvfEd8JQJie-yixRgpQ,Com Tam Ninh Kieu,40.867020000000004,-73.8982,900.0,4.0,Vietnamese
344,JBthOvTegHbrLDiVaCAy5Q,Bigoi Venezia,40.770036,-73.9577755,1100.0,4.5,Italian
345,_WWJcqUTGFCCVp0cymu0wQ,Footprints Cafe,40.64461,-73.92119,1200.0,3.0,Caribbean
346,Sk-mHDPvuvlCjT1BGKoH4w,Otto's Tacos,40.73454,-74.00206,1100.0,4.0,Mexican
347,Z8pm4rLTBki7OLgtbcTXEg,Corner Social,40.80856370000001,-73.9450228,1100.0,3.0,American (New)
348,RpUbzzI0XoTWtl9fdDGCDQ,Bamboo Bites,40.694864100000004,-74.001551,1100.0,4.5,Food Stands
349,DJSLGbSqCJ1W8ma3LFlMuw,Patzeria Perfect Pizza,40.7594653910395,-73.9867857052142,700.0,4.0,Pizza
350,PbezejIP9RHrjw-k459iZA,Porteno Restaurant,40.750499,-74.002525,1200.0,4.0,Argentine
351,HC18oDJ2svQoXIddP-wuyw,Wasan Brooklyn,40.6812605,-73.97684179999999,1130.0,4.0,Japanese
352,7Er3ykMx3xUzw_kAyoyz4w,Poquito Picante,40.685742057296096,-73.98126199516999,1600.0,4.0,Mexican
353,4aF0F8w7yXX9o5_QFky_ig,Celestine,40.704640000000005,-73.98783,1130.0,4.0,Mediterranean
354,WyFvM4kmgNm19jip0tDBqA,LunÀtico,40.6834345006833,-73.9346118563989,1000.0,4.5,Cocktail Bars
355,ADHX7nBixDPVlq3OXhny0g,Faicco's Italian Specialties,40.73113,-74.00305999999999,900.0,4.5,Meat Shops
356,TBp9gdS6xEbSQqffVZ7iag,KazuNori  | The Original Hand Roll Bar,40.74519,-73.98824,1130.0,4.5,Sushi Bars
357,RLJ5BUm89VySJWHHvmSzEQ,Fish,40.731734,-74.003463,1200.0,4.0,Seafood
358,IfIyjm4SfORGYPbaAWST3g,Mexicue,40.743472892719396,-73.9880464381069,1100.0,4.0,Mexican
359,X8Hl9OezX-Yr9Jir3fsF7g,Posto,40.73483,-73.98281999999999,1130.0,4.0,Pizza
360,3tJrsxawK_-njO-yJh6CIQ,Big Gay Ice Cream Shop,40.706540000000004,-74.00325,,5.0,Ice Cream & Frozen Yogurt
361,D7w3Nk3H0oDYZSIAaRgYRA,Sexy Taco/Dirty Cash,40.803604,-73.949035,1130.0,3.0,Cocktail Bars
362,WbTOi7MUctB_eilgZ4V7RA,Shake Shack,40.751129999999996,-73.9879,1030.0,4.0,American (Traditional)
363,UXVDyIzmO5kmJnlv-HDXLg,Cafeteria,40.740567590122,-73.9980747946,0.0,3.5,American (New)
364,nnSyjwIkhbJIBMiBtch_BQ,Kimoto Rooftop,40.69169,-73.98465,1300.0,3.5,Japanese
365,YKfj-CUjgb9xQ1kN_bhNLg,Forgtmenot,40.714498871349,-73.9915559401866,1200.0,4.0,Bars
366,U5hCNNyJmb7f3dmC1HTzSQ,Junior's Restaurant & Bakery - 45th St.,40.7582662685627,-73.98665334161191,630.0,4.0,Bakeries
367,rPTX2J5KGDkN1QhPD-QOvg,Xifu Food,40.6880326,-73.9819963,830.0,4.5,Chinese
368,z28cRtpdfiJfzIp1vkMAwQ,Koko Wings,40.8008499,-73.96741999999999,1200.0,3.5,Korean
369,ZpifrJsBsz7RUT1_Tyu9nQ,Hot Space,40.640679999999996,-74.00476,1400.0,4.5,Szechuan
370,mOCivvZr0Ht9gONMXtKd3A,Japan Premium Beef,40.7264282,-73.9922083,1100.0,5.0,Meat Shops
371,urSuhjbH6DK2nvP08IESwA,The Cinnamon Snail,40.749584197998,-73.9916763305664,1100.0,4.5,Food Trucks
372,2YkqGzOldh-gcSSFkvP44Q,MIGHTY Bowl,40.729859999999995,-74.00049,1100.0,4.0,Asian Fusion
373,6gDUVNZo0E9lxO2DkAhHOQ,The Greek,40.7237145,-74.0096166,1130.0,4.5,Greek
374,0fjab0vzFgIQ-FKzjFR7JQ,Dannee,40.69048,-73.96006,1200.0,4.0,Thai
375,6XO6daKKWviwqQJg1nv32A,Char House,40.71524,-73.999,1700.0,4.0,Steakhouses
376,XskangHFq3JD9klJFuGH8w,Doughnut Plant,40.7444886,-73.9969095,700.0,4.0,Donuts
377,OYmNzOzsAozGaA-L2rMvmQ,The Bronx Brewery,40.8019015,-73.910599,1500.0,4.0,Breweries
378,8XHbZIKDQbXhyKIGiukVeQ,Boucherie - Park,40.73715,-73.98789000000001,1100.0,4.5,Steakhouses
379,i-s1bcKdqQdm6JiVN0JRMA,Yokoya,40.72254,-73.98917,1200.0,4.5,Ramen
380,7tJq-a_K-yKOWSqyXVOlFg,Suzy's Roti Parlour,40.64666,-73.97048000000001,1130.0,4.5,Trinidadian
381,7B2XMvV5uGuKyl19-HTSvg,Fogo de Chão Brazilian Steakhouse,40.761084999999994,-73.97806700000001,1130.0,4.0,Brazilian
382,o1lSerEqXv74L7n3OghwVQ,The Hop Shop Brooklyn,40.6875,-74.00135,1700.0,4.5,Cocktail Bars
383,vmU2oLglodmiFK0iQGzDFw,Sally Roots,40.702756,-73.916372,1200.0,4.0,Caribbean
384,TS2mqGtNhOzMKcSqJvrBPg,Ringolevio,40.71907,-73.94337,1800.0,4.5,Mediterranean
385,GcBZDgOKOP-RkH_mI-DS9A,The Halal Guys,40.732306075120896,-73.98439063610691,1000.0,3.5,Middle Eastern
386,0gTHz_iR8yHuhtIt-0-20g,Zum Schneider,40.72421,-73.978862,1700.0,4.0,Pubs
387,BBPiBgyMmLX5RzaKCB0AeQ,Llama Inn,40.71672,-73.95051,1730.0,4.0,Peruvian
388,O0xFECgTDf1rbZzW9qUULQ,Peter Pan Donut & Pastry Shop,40.726085999999995,-73.952308,430.0,4.5,Bakeries
389,4GBqDgTYsV7owGzNMyAFKA,Sullivan Street Bakery,40.763659999999994,-73.994716,700.0,4.0,Bakeries
390,2Uj2PGpDA1nGQOLtk_Occg,Savino's Quality Pasta,40.7152557373047,-73.9467010498047,930.0,4.5,Pasta Shops
391,O-zwQQV8AExgdPoJiqjpDg,Ba Xuyen,40.64528,-73.9997099,700.0,4.5,Vietnamese
392,N7pDKAFOR1F_oCVH_Fc7Wg,Ahimsa,40.72878,-73.99924,1200.0,4.0,Indian
393,zEIt0xaPM9DIS-pc118O6A,Hometown Hotpot & BBQ,40.71931,-73.99688990000001,1200.0,4.0,Hot Pot
394,raqwXUBlnc0e8c7CYmxEJQ,Scarpetta,40.744509,-73.9856,1130.0,4.0,Italian
395,ZOpnIsm7ihoO1gq2YmGdzw,Zurutto Ramen & Gyoza Bar,40.77791,-73.98040999999999,1200.0,4.0,Ramen
396,NlmP5x_Ykznd55Dc85ChUg,Nittis,40.7567,-73.99410999999999,1100.0,5.0,Italian
397,5EaTaKHxXtD5bTCVnbi2Xw,Za-Ya Ramen,40.674169899999995,-73.99968,1700.0,4.0,Ramen
398,q11TljTQd33XCWlVoPyRqg,The Osprey,40.70224,-73.99554,700.0,3.5,American (New)
399,GBk_i2qnjMtQIt_ntJpzbw,Ramen Andante,40.7148695,-73.9625803,1200.0,4.5,Ramen
400,q11TljTQd33XCWlVoPyRqg,The Osprey,40.70224,-73.99554,700.0,3.5,American (New)
401,GBk_i2qnjMtQIt_ntJpzbw,Ramen Andante,40.7148695,-73.9625803,1200.0,4.5,Ramen
402,REDWyPG0UJc5u8iU8mP6Hw,Rocco Steakhouse,40.7438607,-73.9861214,1200.0,4.5,American (Traditional)
403,vkQSMwAf5yqDw9HfEQYgzw,The Flower Shop,40.718070000000004,-73.99213,1700.0,4.0,American (New)
404,Oq1mej1BYfjcdPKkM_5o8g,High Street On Hudson,40.73888,-74.00574,900.0,4.0,American (New)
405,0SqFgkdmfNWj9iUQgfghEA,Veronica's Kitchen,40.7056045963693,-74.0064248767212,1000.0,4.0,Soul Food
406,I1X2vkOkdjwTL2MiKjvovQ,The Hideout Chai Bar,40.72097,-73.99101999999999,1000.0,5.0,Tea Rooms
407,TDyu1-6XF7r1jc13j7nDNA,TØRST,40.723394899999995,-73.950856,1200.0,4.5,Beer Bar
408,u_3TLN0u6LyOL01vdjFOug,Champs Diner,40.7084397372605,-73.9407808520115,900.0,4.0,Vegan
409,E_XstVPsYMbU4sNTIttarQ,Gallito's Kitchen,40.6944006,-73.99374470000001,1200.0,4.0,Mexican
410,SO9Y_SN8voOB3uU4ausRog,Korilla BBQ,40.7647655944894,-73.98226471104509,,4.0,Food Trucks
411,glpQwpZpOrNpoWSIrPpgng,Shorty's,40.681309999999996,-73.97513000000001,1100.0,4.0,Cheesesteaks
412,3NbhYebjZPjLTWZZyRuhsw,The Winslow,40.7327766418457,-73.98521423339841,1200.0,4.5,Pubs
413,FpKdZAQ6ecHZW3_HdeGVdA,Lobster House All You Can Eat Seafood,40.730912,-73.863713,1400.0,4.0,Buffets
414,OMRkRHFXmS9txTWirA-yMA,Taheni Mediterranean Grill,40.67742,-73.98343,1100.0,4.5,Falafel
415,XxLGYdB0s8IkZ9QZtGKBZA,burger joint,40.7642604687359,-73.978533363932,1100.0,3.5,American (Traditional)
416,q1uIqB8PvyCCX8TajaRYBg,The Little Owl,40.732380829140205,-74.0053009986877,1145.0,4.0,Desserts
417,-StMpbfO2qK0sZ2vAkMtnQ,Grand Central Market,40.7522588627437,-73.9758177933646,700.0,4.0,Specialty Food
418,bVkavwJ8OgU4yPiUMoEOPg,Jia NYC,40.71543,-73.98998,1600.0,4.5,Comfort Food
419,rZ9OFoSqy8u4WECfh--ylg,Marta,40.7445882,-73.9847936,1200.0,4.0,Pizza
420,oFDKXoHhSBQgDGjADLfQEg,The Brooklyn Brewery,40.721636270191,-73.9576329544152,1700.0,4.0,Breweries
421,b8J-hvOyE9D7fc0sFJ8HUA,Surfish Bistro,40.668700799999996,-73.9936051,1200.0,4.0,Latin American
422,FXgSgiLg6xgOO8zrG51mzg,Claro,40.6773587963142,-73.98619844894459,1730.0,4.0,Mexican
423,77EedCTJY1biWIYSzAulCQ,J.G. Melon,40.77105,-73.95931,1130.0,3.5,American (Traditional)
424,vmUNPvduTeWu24d--TbHAg,Ops,40.70276,-73.9171,1700.0,4.5,Pizza
425,FbrULzNaLncEFfMzHUALmQ,Lil' Gem,40.72045,-73.98448,1730.0,4.0,Lebanese
426,GticI2JB8Iw2ktRfLv6aRQ,Momofuku Ko,40.724776,-73.991682,1700.0,4.5,American (New)
427,kcywDOgRlBPLW3eTMUgxEw,Grand Canyon Restaurant,40.69473,-73.99361,600.0,5.0,American (Traditional)
428,nOCjslrdcKBQQYgD5qUs9Q,Kam Hing Coffee Shop,40.7182480993847,-73.9990044118685,600.0,4.5,Bakeries
429,kB3QyyhHFVyhGgp35Rnuew,The Kati Roll Company,40.729634000000004,-74.000964,1130.0,4.0,Indian
430,vpWPgusmUD0cYNKf0uEQIw,Cemitas El Tigre,40.739191299999995,-73.9198491,1130.0,4.5,Mexican
431,pWywDImlX0n_XKPNg0Bizg,Sunny and Annie's,40.7245959526307,-73.98158490657809,600.0,4.5,Sandwiches
432,A_YpTLbAlEqeLVSs9bxbEA,Club A Steakhouse,40.760059999999996,-73.96557,1700.0,4.5,Steakhouses
433,dMhRafXdr765DHe0k-QfaQ,ABC Kitchen,40.738085,-73.98947199999999,1200.0,4.0,American (New)
434,6hKJePanmG9AxK4dfwgyyg,The Horny Ram,40.75528,-73.96857,1100.0,4.0,American (New)
435,nVIAmfM55P6zoKzaUKdGgw,Jacques Torres Chocolate,40.7032,-73.99145,900.0,4.0,Chocolatiers & Shops
436,liis8xKFHuGGfTSeboeaXA,Black Iron Burger,40.724059999999994,-73.98275,1700.0,4.0,Burgers
437,MyQV4i518ZO4CLudtR8gLA,The Bar Room,40.763409,-73.96844899999999,1100.0,4.0,American (New)
438,f9xQH4lNAlU9yUYtFPm7sg,mochii,40.72634,-73.98447,1400.0,4.0,Desserts
439,hdiTkEnD14VpXNl-APTg2g,Nana Ramen,40.6815479,-73.92899129999999,1100.0,4.0,Ramen
440,HxC2ZN010NxAFwjTqUVpzw,Rice To Riches,40.721845,-73.995802,1100.0,4.0,Desserts
441,2M0SCJrnPCltKTYd8b46jg,Bar Virage,40.7279584,-73.98773979999999,1200.0,4.0,Mediterranean
442,yl5BoFbgHfrY62cLXwnCxQ,Pizza Moto,40.6746224,-74.0007999,1730.0,4.5,Pizza
443,VoAuIReq_cPUrFwxbWqG_Q,SalaThai Restaurant,40.780119899999995,-73.98031999999999,1130.0,5.0,Thai
444,S4uozcDEieoaXxIJ6TsUoQ,Dellarocco's Brick Oven Pizza,40.6950309,-73.9961252,1200.0,4.0,Pizza
445,HUY6yj38FXqAQvWUdgL0xA,Pizzeria Sirenetta,40.78881,-73.97459,1700.0,4.0,Pizza
446,iw5iI-jFXnDZaeiGt4Weaw,Twisted Mexican Grill,40.772422,-73.92643790000001,1100.0,4.5,Mexican
447,QObHX0yR6zd0WfksRDbJTA,Becco,40.76083,-73.98980999999999,1200.0,3.5,Italian
448,m86CNmYThtzzWB3nPnrhbg,Emily - West Village,40.729330068469,-74.00384000735791,1130.0,4.0,Pizza
449,C2o3Iw-DXjoUJFgQIbiqkQ,BoCaphe,40.7220786,-73.9975506,930.0,4.0,Vietnamese
450,S4uozcDEieoaXxIJ6TsUoQ,Dellarocco's Brick Oven Pizza,40.6950309,-73.9961252,1200.0,4.0,Pizza
451,wwgLgUlsM4qlSG3aA7o6Ig,B.GOOD,40.694833,-73.9936578,1100.0,4.0,Salad
452,iw5iI-jFXnDZaeiGt4Weaw,Twisted Mexican Grill,40.772422,-73.92643790000001,1100.0,4.5,Mexican
453,QObHX0yR6zd0WfksRDbJTA,Becco,40.76083,-73.98980999999999,1200.0,3.5,Italian
454,m86CNmYThtzzWB3nPnrhbg,Emily - West Village,40.729330068469,-74.00384000735791,1130.0,4.0,Pizza
455,C2o3Iw-DXjoUJFgQIbiqkQ,BoCaphe,40.7220786,-73.9975506,930.0,4.0,Vietnamese
456,TthttjDCINv6jOV28bEphg,Chip NYC,40.7655337630129,-73.91925185152779,1100.0,4.5,Bakeries
457,gWE6WkBoC46dIRSMygHoPg,Cachapas Brooklyn,40.67333,-73.88705999999999,1100.0,4.5,Venezuelan
458,LkyWtRFzwjv2nyq_81qqDA,Morgenstern's Finest Ice Cream,40.727261,-73.9998311945616,1200.0,4.5,Ice Cream & Frozen Yogurt
459,Fl2z1edJw3MONc9rERWRMg,B2 Harlem,40.806129999999996,-73.95317,1700.0,4.0,Seafood
460,NKI1VvfXYluRjnq4S6yEuw,Divya's Kitchen,40.72378,-73.98849,1130.0,4.5,Vegan
461,tJHmKLn1lWpaPuZTZrDgsA,Havana NY,40.75189,-73.98517,1130.0,4.0,Cuban
462,vQcK7BH6maW9dAZWJOuW3Q,The Mermaid Inn,40.7887398925594,-73.9744491607132,1700.0,4.0,Seafood
463,cqdg3bP870-y2cHzckLcFw,SpaHa Soul,40.7980669749736,-73.9368363595106,1100.0,4.5,Soul Food
464,CBf1A4zCRNH-jsrJh48RsA,Sahadi's,40.690218,-73.993367,900.0,4.5,International Grocery
465,lKgTNYp-oFL_hTddicAjzw,CAVA,40.721964,-73.996499,1045.0,4.5,Mediterranean
466,gvMYV5E3HyzhN_MYFIMGzg,El Born,40.7243479163883,-73.9512226101037,1200.0,4.5,Spanish
467,HjUwZOlok1TabhS4S1ya2w,Just for Fen,40.7311641211205,-73.9830346405506,1130.0,4.5,Noodles
468,wUet3lZU0mZ4-hVb9QKgjg,Amanda's Kitchen,40.7020645920467,-73.9236524973644,800.0,5.0,Spanish
469,GpCZORguVJZGpd5GoL9Arg,House of Small Wonder,40.7188839655893,-73.9606090848567,900.0,4.0,Sandwiches
470,g9IFea9brBr8j8awcdOBOw,Chopped Parsley,40.82593,-73.94742,1600.0,4.5,Japanese
471,SaYTVG7wHCMDBofHCgXPaA,Dutch Freds,40.760709999999996,-73.98793,1600.0,4.5,Cocktail Bars
472,kEC66zgpguVsizQeCAJoCg,BlackTail,40.7044769199104,-74.0174372308775,1700.0,4.5,Cuban
473,PeyNYQR-wn7a_mye_0SCUw,Make Sandwich,40.733379274606705,-73.9898192882538,1100.0,4.5,Sandwiches
474,Rj2ACaJcbroJLPDhRhzvBw,Shuka,40.72707,-74.00283,1200.0,4.0,Mediterranean
475,AFt1Qcec4_JNr6PWpkRYyw,Sushi Lin,40.677786,-73.97259100000001,1700.0,5.0,Sushi Bars
476,5mOzZ17qU_8ijlP54Q206Q,Safari Restaurant NYC,40.80381,-73.9535,1700.0,4.5,African
477,_sipbeIM-EtR4cIzleEUhg,Cafe Rue Dix,40.674023290787794,-73.9538387930572,900.0,4.0,French
478,ct58a_D8Z8DoJt7luB50wQ,Ramen Ishida,40.719590000000004,-73.98834000000001,1200.0,4.5,Ramen
479,c3D2ckzacnPtdGIM8tb-_w,B Side Pizza & Wine Bar,40.763940000000005,-73.98833990000001,1200.0,4.5,Pizza
480,x64xHVZoQj1ZOjzPqVprkw,Little Tong Noodle Shop,40.72937,-73.98424,1130.0,4.0,Noodles
481,Ulr_Nyp2nvt82EPH_BiftA,Olmsted,40.67713,-73.96869000000001,1730.0,4.0,American (New)
482,aSprnLY-6GkMk1cuv0TMeA,Al Di La Trattoria,40.675332643246996,-73.98134047503801,1200.0,4.0,Italian
483,HUlbrPvAr6sXuBfp5z1MWA,Urban Backyard,40.72077,-73.99646,700.0,5.0,Coffee & Tea
484,CV34WV9aNsERlQACAJSAOg,Runner & Stone,40.677209999999995,-73.985919,730.0,4.0,Bakeries
485,6lUAvciN0rwYUvhssqw57g,La Churreria,40.724419,-73.994899,1000.0,4.0,Sandwiches
486,-T_5QJwgPMxfXTeOmpImsA,Char Sue,40.7196000924977,-73.9879152551293,1730.0,4.5,Asian Fusion
487,XKy4Cy4uNgO7rxhH4yFJQQ,Mughlai Indian Cuisine,40.739692,-73.982116,1100.0,4.0,Indian
488,dtk1Cstz5MHr-B1AOM_nXA,Gyu-Kaku Japanese BBQ,40.75537,-73.97054,1130.0,4.0,Japanese
489,z4MumU_OUun7YHOJdZEqQg,Malaysia Beef Jerky,40.718521,-73.996078,,4.5,Meat Shops
490,HcWm-9ZZu2_brnuRxN5Gpg,Tutt Cafe,40.700188,-73.99322,1100.0,4.0,Middle Eastern
491,8RdzB-X0ogBI0Cx5-YmGqA,Sugarcane,40.680279999999996,-73.97508,1730.0,3.5,Caribbean
492,lKxmH-hQ6ezKbq4URKrd-Q,May Wah Fast Food,40.71825,-73.99842,900.0,4.0,Chinese
493,6S7txLUH7Yc9AedCZ1Copw,Gather,40.6664708,-73.98178320000001,700.0,4.0,Specialty Food
494,PQAIs-ZPN7QrBvJ-F9pE8w,Awesome Deli,40.7102999,-73.96629,700.0,5.0,Delis
495,pgGT9m03pNI15Ag2pAdY1Q,Kurry Qulture,40.7649112016844,-73.917061437621,1700.0,4.5,Indian
496,UOhnGQBzf2ISTHM4Bj5Gvw,The Wing Bar,40.682519899999996,-73.99318000000001,1200.0,3.5,Chicken Wings
497,h0PVO3fYw37f7VUH4UA3jQ,XYST,40.73865,-73.99450999999999,1100.0,4.5,Vegan
498,nEkVibaTuIFEcTNtltFgJg,Kura,40.726686799999996,-73.98357940000001,1730.0,4.5,Japanese
499,OOZgZGmiKocoYRgUOupEcA,karakatta,40.72933,-73.99865,1145.0,4.0,Ramen
